"country","state","respondentId","surveyStatus","studyId","title","Q1","Q2","Q3","Q4","Q5","Q6-1","Q6-2","Q6-3","Q6-4","Q6-5","Q6-6","Q6-7","Q6-8","Q6-9","Q6-10","Q7","Q8-1","Q8-2","Q8-3","Q8-4","Q8-5","Q9-1","Q9-2","Q9-3","Q9-4","Q9-5","Q9-6","Q9-7","Q9-8","Q9-9","Q9-10","Q10","Q12-1","Q12-2","Q13","Q16-1","Q16-2","Q16-3","Q16-4","Q16-5","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q11","Q14","Q15","wave"
"ES","Navarra","41b83016-fbbb-50cb-13a7-ddff48353335","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","4","4","4","3","1","11","11","3","11","11","11","11","2","11","2","4","2","3","1","5","11","11","11","11","11","11","3","2","1","11","2","2,3,4,8,9,10,13","2,4,8,9,10,13","2,3,4,8,9,10,14","5","4","3","2","1","3","2","1","Confinamiento ","3","2","2","1","No","1","5","4","non_us1"
"FR","Doubs","dc23f91b-006e-fd96-df47-a0344872d9ee","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","1","3","2","2","1","11","3","11","11","2","11","11","11","11","2","1","4","5","3","2","11","1","11","11","2","3","11","11","11","11","1,2","4,5,8","1,4,5,8","4,5","3","5","2","4","1","1","1","1","Distanciaton","1","1","4","1","No","3","6","1","non_us1"
"IT","Foggia","630db406-135d-24e2-70a4-df3cfcd9c7f9","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","5","6","1","1","3","2","11","11","11","11","11","11","11","1","3","4","5","2","1","11","11","11","11","11","1","11","2","11","3","3","15","4,15","15","3","5","1","4","2","2","2","1","isoalmento sociale, disinfezione mani soluzioni idroalcoliche, disinfezione superfici con ipoclorito di sodio","3","1","2","1","none",,,,"non_us1"
"FR","Hérault","30eb618b-b69d-9dd4-b722-c1539f20e49f","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","2","4","2","1","2","11","3","11","11","11","11","11","11","1","5","1","2","3","4","11","2","11","3","1","11","11","11","11","11","3","15","2,7,8","15","3","4","2","5","1","2","3","1","clean every time","2","2","3","2","answers would be different at each level of the pandemia",,"6","6","non_us1"
"IT","Milano","f76f6465-fe76-2ed7-6c65-99ab11e0df65","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","2",0,"3","3","2","3","11","2","11","1","11","11","11","11","11","3","1","4","5","3","2","11","2","1","11","11","3","11","11","11","11","1,2","1,3,4,8","1,8","3,4,8,9","2","4","1","3","5","1","1","1","Autoisolamento","1","1","2","2","No","2","1,2,6","2","non_us1"
"ES",,"c3a935ac-8818-4544-bf3f-9f51a9c078ac","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","5","6","3","1","11","11","3","11","2","11","11","11","11","1","1","3","4","5","2","11","2","1","11","3","11","11","11","11","11","1","15","15","15","2","3","5","4","1","1","1","1","keep a distance with the family","3","3","4","2","¿How many doctors has been infected?.","2",,,"non_us1"
"IT","Gorizia","67319d1d-09dd-5b2c-a6fb-606c7d51295a","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","1","4","3","1","3","11","1","11","2","11","11","11","11","11","2","4","3","1","2","5","11","11","1","2","11","11","11","3","11","11","3","15","4,5","7,8,13","3","5","4","1","2","2","2","1","mask, gloves, washing hands","1","1","2","2","no",,,,"non_us1"
"IT",,"3a65a6d7-bc30-6ef7-a228-8bbfe4c94e92","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","2",0,"3","4","2","2","11","11","11","11","3","1","11","11","11","1","5","2","1","3","4","11","2","11","11","11","1","3","11","11","11","1,2","2,4,7,11,14","1,4,5,10","2,5,6,11","3","1","2","5","4","1","1","1","Vivo da solo ","2","1","2","1","Nulla","2",,,"non_us1"
"IT","Roma","73bcdb07-286d-89ff-fef9-ad2631e4b76a","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","1","3","3","2","2","11","11","1","11","11","3","11","11","11","2","1","4","2","5","3","11","3","11","1","11","2","11","11","11","11","3","1,3,5,6,11","2,4,7,8,9,10,12,13,14","2,7,8","4","5","3","1","2","1","1","1","to stay at home, when outside using mask and ferquently wash the hands","1","1","1","2","news adout vaccines against covid-19",,"5,6","5","non_us1"
"FR","Haute-Corse","49d4494a-fbb0-fd3c-63a4-e6593bd03d0c","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","5","5","1","2","11","1","11","11","3","11","11","11","11","1","4","1","2","5","3","11","11","11","2","1","11","11","3","11","11","3","15","15","15","4","5","3","2","1","1","3","1","Mesures barrières.","2","2","2","2","RAS",,,,"non_us1"
"DE","Bayern","7eb911ed-d85d-edbe-7927-6446952aac9d","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","4","4","1","3","2","1","11","11","3","11","11","11","11","11","3","2","5","4","3","1","11","11","11","2","3","11","1","11","11","11","3","15","15","15","4","3","5","2","1","2","3","2",,"3","3","2","2","No",,,,"non_us1"
"IT","Medio Campidano","de2d2d46-8d20-9800-7ab1-67cf35466314","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","1","5","5","2","11","11","11","1","3","2","11","11","11","11","2","2","4","5","1","3","11","3","1","11","11","11","11","2","11","11","2","2,8","1,9","2,8","3","2","5","4","1","2","3","1","Isolation","2","1","2","1","   ..","2","3","5","non_us1"
"IT","Avellino","f2a48631-7c54-9da6-2054-b8f79689fef5","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","1","5","6","2","1","11","2","11","11","3","11","11","11","11","2","2","5","4","3","1","11","1","11","11","3","11","2","11","11","11","1,2","15","15","15","1","5","4","3","2","1","2","1","My wife and my daughter don't go out anymore","2","1","2","1","No","3",,,"non_us1"
"FR","Hérault","e32e6555-f4f8-2137-c981-b92a3e5c2b95","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","1","4","4","2","2","11","11","11","11","1","3","11","11","11","2","1","3","2","5","4","11","2","11","11","11","11","1","11","3","11","3","15","15","15","4","5","2","3","1","3","2","1","hand sanitizing, no hugs, be careful when we go outside. No interaction with strangers","3","3","2","2","nothing",,,,"non_us1"
"ES","Madrid","efd11d5a-45b1-e258-2e49-68ec6bd513cb","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","5","5","4","2","11","11","11","3","1","11","11","11","11","1","1","3","4","5","2","11","1","11","11","11","2","11","11","3","11","2","2,4,7,8","2,4,7,8,9","2,4,7,8","5","1","3","2","4","1","1","1","Aislamiento en domicilio de cada familiar","3","1","3","1","La sanidad española está muy poco preparada para situaciones como esta. El Gobierno y las CCAA, han realizado una actuación catastrófica","3","4,6","3","non_us1"
"GB","Bristol, City of","68ce18f8-e490-83ba-a64a-499e81599174","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","5","6","3","1","11","11","3","11","2","11","11","11","11","1","1","3","4","5","2","3","1","2","11","11","11","11","11","11","11","1,2","4","4,5,6","15","4","5","1","3","2","2","2","2",,"3","2","2","1","None","3",,,"non_us1"
"DE",,"44cf14fd-f4b2-7aa2-50a4-7681c0e193d5","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","5","5","5","3","3","1","11","11","11","2","11","11","11","11","2","1","5","2","3","4","1","2","11","3","11","11","11","11","11","11","3","15","15","15","4","5","3","2","1","1","1","1","We do not see us . Whats up , telefon and Skype thats we done.and we go in the nature,in the garden and will be at home","1","1","1","1","I think, the people has understand the situation and so I hope that we get the public health.",,,,"non_us1"
"IT","Milano","bf8c2813-0451-8e06-6e31-ab9b71c100b5","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","5","6","3","1","11","11","11","3","2","11","11","11","11","1","2","4","1","5","3","1","2","11","11","11","11","11","11","3","11","2","2,3,4","2,3,4","2,3,4","3","4","2","5","1","2","3","2",,"2","1","2","2","Nothing else ","3",,,"non_us1"
"IT","Belluno","23d4f508-0e3e-9332-37c5-1e4505e399a6","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","1","4","4","1","2","11","1","11","11","11","11","3","11","11","2","4","3","1","2","5","11","11","11","3","2","1","11","11","11","11","2","6","7,8","15","4","5","3","1","2","1","2","1","usare ascigamani dedicati, lavarsi bene dopo ogni rietro a casa","3","2","2","2","no","1","5","6","non_us1"
"DE","Bayern","cdb4d279-3f7d-90bc-3418-3197c6db867a","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","3","4","2","1","2","11","11","3","11","11","11","11","11","3","3","5","4","2","1","11","11","11","2","11","11","3","1","11","11","3","15","9,10","13,14","2","5","4","3","1","1","2","1","Maske ","2","1","1","3","Im Moment muss ich weiterarbeiten ",,,,"non_us1"
"FR",,"72f2751c-fb8e-ba84-63ec-66e4ed3811c8","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","6","6","4","1","11","3","11","11","2","11","11","11","11","1","1","3","4","5","2","11","2","11","1","11","11","3","11","11","11","1","15","15","15","3","5","2","4","1","1","1","1","extra HAS before going home ","2","2","1","2","what will happen when confinement ends , and what shall we do to end it without second epidemic ","3",,,"non_us1"
"ES","Guadalajara","efdcbb2d-6043-6170-259e-0084f01913c8","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","1","4","4","2","11","11","11","3","11","1","2","11","11","11","2","1","2","4","3","5","11","1","11","2","3","11","11","11","11","11","1","2,3,4","7,8,12","4","5","4","2","3","1","1","1","1","clean my hands, change my job´s clothing","2","2","3","1",".","2","5,6","4","non_us1"
"IT","Brescia","b86675c4-414c-8c61-e0ab-9e647859b4ea","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","2",0,"5","5","2","1","11","3","11","11","11","11","2","11","11","2","2","4","3","1","5","11","11","11","11","11","3","2","11","1","11","1,2","2,3,4,7,8,9,13","1","2,4,8","2","5","3","1","4","1","1","1","Quarantene","1","1","3","1","Use of tocilizumab","2","1,5,6","2","non_us1"
"ES",,"49963623-3f93-513d-5021-1be06da1b3eb","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","4","4","2","1","11","11","2","11","3","11","11","11","11","2","5","3","1","4","2","11","11","3","11","1","2","11","11","11","11","3","15","4,14","4","5","4","3","2","1","3","3","1","Rispect the security distance of one metre, wash my hands as soon as I get home. ","2","2","2","2","I THINK WE HAVE ENOUGH INFORMATION ABPUT COVID-19 IN MY COUNTRY",,,,"non_us1"
"GB","Barnet","b0fedece-1263-3b7c-1201-647d437ef3dc","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","4",7,"5","5","3","2","11","3","1","11","11","11","11","11","11","1","1","2","4","3","5","11","11","11","2","3","11","11","1","11","11","3","15","15","15","3","5","4","1","2","1","1","1","better distancing","2","2","2","3","no",,,,"non_us1"
"IT","Barletta-Andria-Trani","e352b831-7520-a82e-e972-b0165a87b043","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","3","5","3","3","2","11","11","11","11","1","11","11","11","2","4","2","3","5","1","11","1","11","3","11","2","11","11","11","11","2","5,7","10","4,5","5","3","2","1","4","3","1","1","nono","3","3","2","2","no","5",,,"non_us1"
"ES","Pontevedra [Pontevedra]","664177f7-948f-998e-1c2f-521915e9f722","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","5","5","3","1","11","3","11","11","2","11","11","11","11","1","4","2","1","5","3","3","11","11","11","1","11","11","2","11","11","1,2","15","4,7,12","8,12","3","4","2","5","1","2","2","1","Lavado de manos, cambio de ropa","3","2","2","1","No","3",,,"non_us1"
"IT","Varese","98acc70c-b930-0449-7f86-c6ed67623ab0","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","2",0,"2","2","2","11","11","11","11","11","2","11","1","11","3","3","4","3","5","2","1","11","11","3","1","2","11","11","11","11","11","2","2,3,4,5,8","2,4,7,8","2,7,8","5","4","1","2","3","2","2","1","protection","1","1","1","1","no","1","3","1","non_us1"
"DE","Nordrhein-Westfalen","2e0081c7-f12b-30ac-ba0b-5d3b3192844a","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","6","6","2","2","11","11","1","11","11","11","11","3","11","3","5","2","4","3","1","3","11","11","1","2","11","11","11","11","11","1,2","3,5,10","3,5","3,4,5","4","5","3","2","1","1","2","1","stay at home, desinfection","2","2","1","2","v","2",,,"non_us1"
"GB","Sheffield","0af6d4c6-6bfc-bd5c-9768-41071c2c56ce","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","1","3","2","3","2","11","11","3","11","1","11","11","11","11","1","1","4","5","2","3","11","2","11","1","11","11","11","11","3","11","3","15","15","15","2","4","3","5","1","4","2","2",,"3","1","3","1","Age/comorbidity statistics",,,,"non_us1"
"GB","Renfrewshire","eadd9390-9faf-fcfa-01b4-8a34a976e96c","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","7","6","6","4","3","11","2","1","11","11","11","11","11","11","1","5","3","4","1","2","3","11","11","2","11","1","11","11","11","11","2","15","15","15","5","4","2","3","1","1","1","1","Distancing","2","2","2","2","N","2",,,"non_us1"
"DE","Schleswig-Holstein","248e28d6-3395-1048-df4d-5ed68545ef23","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","6","6","6","2","1","11","11","11","11","11","3","11","2","11","3","2","3","1","5","4","11","11","11","11","3","1","11","2","11","11","2","15","2,4,5","4,5","4","5","3","2","1","3","3","1","order pneumococcus vaccine; get children and other members of the distant family at thei home","3","2","1","2","commerce of wild animals should be forbidden","2",,,"non_us1"
"ES","Murcia","ef2deb25-8712-739e-373a-a93fa1575012","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","3","3","3","1","11","3","2","11","11","11","11","11","11","1","1","4","2","3","5","11","3","11","11","2","1","11","11","11","11","1,2","2,4,5,6,8","1,7","2,4,5,8","4","5","1","2","3","1","1","1","Me he ido a otro domicilio","1","1","1","2","Están haciendo los gobiernos bien su trabajo?","3","1,2,5,6","1","non_us1"
"ES","Madrid","3c738669-52e0-4284-20ed-9f19f796aea2","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","4","4","4","3","11","11","11","11","11","11","3","1","11","2","3","2","5","4","1","3","11","11","11","11","3","2","11","1","11","11","1","4,8,13","2,9","8","5","2","1","3","4","2","2","1","Aislamiento","2","2","3","2","No","3","3","2","non_us1"
"GB","Cambridgeshire","c14a0d5f-85e1-2794-3b54-dcae9d75514f","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","4","6","6","2","3","11","1","11","11","11","11","2","11","11","2","4","3","1","5","2","11","11","11","1","2","11","11","11","3","11","1,2","1,2,4,6,8","1,3,4,6,8,15","2,8","5","4","2","3","1","1","1","1","Dirty , clean area ","1","2","2","2","Vaccines","4","6","2,3","non_us1"
"ES","Cantabria","3c827b8f-e552-1191-c1c9-fcc905ef8f00","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","4","5","2","11","11","11","2","11","1","11","3","11","11","1","4","1","2","5","3","3","11","2","11","11","11","11","11","1","11","1,2","3,4,5,7,8","3,4,7,8","8","4","3","2","5","1","1","1","1","Not having physical contact with them","2","2","1","2","No ","2","5","2","non_us1"
"DE","Baden-Württemberg","6bfd3bba-5894-7b17-be68-ef7ca107d022","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","5","5","2","11","11","11","3","11","11","11","2","1","11","1","1","2","4","5","3","11","2","11","11","3","1","11","11","11","11","2","2,5,8","2,5,8","15","3","4","2","5","1","1","1","1","Isolation","2","2","2","2","i am very concerned","2","5,6","1","non_us1"
"DE","Bayern","2c2470e1-f379-6d81-ed0a-964d54833c34","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","1",-1,"2","1","4","1","3","11","2","11","11","11","11","11","11","2","2","5","4","1","3","2","3","1","11","11","11","11","11","11","11","3","15","1,2,3,5","15","4","3","2","5","1","4","4","2",,"3","1","1","1","no",,,,"non_us1"
"DE","Nordrhein-Westfalen","d4843b69-ef62-75f7-b63f-e49cb7b34307","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","5","7","1","11","11","11","3","1","2","11","11","11","11","3","1","2","5","4","3","1","11","11","11","11","2","3","11","11","11","1","15","15","8","3","4","5","1","2","1","1","1","isolation","2","2","4","2","no","2",,,"non_us1"
"GB","North Yorkshire","11aad2a7-84ed-7096-6a51-0f535642a5d9","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","5","7","1","1","11","11","11","11","2","3","11","11","11","2","4","2","3","5","1","11","1","11","11","3","11","11","11","2","11","2","15","2","15","2","4","3","5","1","1","1","2",,"2","1","1","1","None ","3",,,"non_us1"
"IT","Napoli","696857c6-097e-a86b-f107-caa252ae75ac","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","6","6","3","2","11","11","3","11","1","11","11","11","11","1","1","2","4","3","5","11","2","11","3","1","11","11","11","11","11","2","8","2,4","4,8","4","3","5","2","1","1","1","1","surgical mask even at home, washing hands whenever necessary, gloves, separate towels","2","2","2","2","no","4","3","1","non_us1"
"FR","Gironde","dbe35262-adf9-4786-67a9-b380618b5307","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","1","1","2","1","11","11","11","11","2","11","11","11","3","2","1","5","4","2","3","11","1","11","11","11","11","2","11","3","11","2","2,5","15","2","4","5","3","1","2","1","1","1","I undress my clothes outside,  put them in the washing machine , run nude to take a shower every evening when i arrive from office ","1","2","2","2","Save life before economy ","4",,,"non_us1"
"IT","Lecco","85c123df-caf5-6a40-a26b-4cc523a3abab","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","1","3","1","2","11","11","11","11","11","3","1","11","11","1","4","3","1","5","2","11","11","1","2","11","3","11","11","11","11","1,2","2,4","2,4","15","4","5","2","1","3","1","1","1","Distance and disinfection ","1","1","1","1","None thanks ","3",,,"non_us1"
"IT","Taranto","51c09cbf-dcea-84d0-f718-74ae9b48b558","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","5","4","2","11","11","3","11","11","2","11","1","11","11","2","1","3","2","4","5","1","2","3","11","11","11","11","11","11","11","1","2,3,4,5,6,8,13","1,7,9,10,11,12,14","1,2,8","1","2","5","3","4","2","2","1","Mask glove","2","3","2","2","No thanks","3","3,4","1","non_us1"
"ES","Pontevedra [Pontevedra]","8e3582a9-5c23-a95f-a465-5a044d7c8008","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","1","6","6","3","1","11","11","11","11","2","11","3","11","11","1","5","1","4","3","2","3","11","11","11","2","11","1","11","11","11","3","15","2,8","8","3","4","2","5","1","2","1","1","Gel hidroalcoholico, guantes y mascaras","3","2","2","1","No",,"1","1","non_us1"
"GB","Warwickshire","3800d343-ab61-48c0-a006-517617141275","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","7","7","7","3","1","11","3","11","11","2","11","11","11","11","1","2","3","4","1","5","3","11","11","11","11","11","1","2","11","11","3","15","15","15","3","5","4","2","1","2","2","1","no family meetings/self isolation/ going out once a day at most for exercise and essential shopping","3","2","2","2","hospital policy about use of ventilators - is it same across country?",,,,"non_us1"
"FR","Cantal","22c44292-afdd-e3b6-d3a2-6d51b2051576","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","4","4","2","1","2","11","3","11","11","11","11","11","11","1","3","5","2","4","1","11","11","11","1","11","3","11","2","11","11","3","15","15","15","4","5","2","3","1","1","1","1","Distanciation ","3","1","3","1","None ",,,,"non_us1"
"ES","Vizcaya","85d09549-c839-9e56-22e1-6bb4924cfc0a","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","3","7","3","11","11","11","1","2","11","11","11","3","11","1","3","2","4","5","1","11","11","11","11","2","1","3","11","11","11","2","15","2,3,4,7,8,11,13","3,4,8,15","3","5","4","2","1","1","1","1","Increased ","2","2","2","2"," .","2","6","1","non_us1"
"IT","Milano","36b0a798-5926-0abe-c4c9-eaac4cab6707","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","5","5","2","11","11","1","3","2","11","11","11","11","11","2","1","3","5","2","4","11","1","11","3","2","11","11","11","11","11","3","4","15","15","4","5","3","1","2","2","2","1","Personal precautions ","2","2","2","1","No",,,,"non_us1"
"ES","Salamanca","883a7438-65e8-3120-c618-41c886ed8cb2","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","5","6","2","2","11","11","3","11","1","11","11","11","11","2","4","2","5","3","1","2","1","11","11","3","11","11","11","11","11","1,2","2,4,8","1,2,4,7,12","1,2,4,8,12,13","3","5","2","4","1","2","2","1","Separación habitación, limpieza y separación ","1","1","2","2","Test rapidos","2","5,6","5","non_us1"
"ES","Cantabria","fa60e3dd-7c59-871a-33ff-20aa9f8bcbad","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","3","3","2","2","11","11","11","3","1","11","11","11","11","1","1","3","4","2","5","11","11","11","11","3","1","11","2","11","11","1,2","1,2,4,7,8","9","15","3","4","2","5","1","1","1","1","Avoid touchs","3","3","2","2","Nothing,thank you","2","5,6","1","non_us1"
"IT","Avellino","d1100337-68a5-c4db-e370-3a1477600841","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","5","6","3","1","11","11","2","11","3","11","11","11","11","1","1","4","5","2","3","11","11","11","11","11","1","11","3","11","2","1","3","8","5,8","2","4","3","1","5","2","2","1","Restare a casa; uscire ogni 10,15 giorni per la spesa; mantenere le distanze con tutti; usare guanti e mascherina.","3","2","2","2","no","5","2,5","6","non_us1"
"IT","Barletta-Andria-Trani","b2b231c9-7e19-90fe-dd0a-a8a5beb858e8","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","2",0,"3","3","2","1","11","11","11","2","3","11","11","11","11","2","1","5","4","3","2","11","3","11","11","11","11","2","11","1","11","2","2,3,4","2,3,4","2,3,4","3","4","1","5","2","1","1","1","isolation","2","2","1","1","no","2",,,"non_us1"
"DE","Bayern","daef2708-6dd8-510c-81fa-963d5973e718","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","2",0,"4","4","1","1","11","11","11","11","2","3","11","11","11","3","1","2","4","3","5","1","3","11","11","11","11","2","11","11","11","1","15","15","8,13,14","4","5","2","3","1","4","3","2",,"4","3","2","2","no thanks","4",,,"non_us1"
"GB","Surrey","cb71484e-7c2b-a888-4ab8-d3f7fa470824","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","6","5","1","11","11","11","2","11","11","11","1","11","3","1","3","5","2","4","1","11","2","11","1","11","11","11","11","11","3","3","15","4","4","3","4","1","5","2","1","1","1","Less close contact eg kissing, more hand washing with soap","2","2","1","2","NA",,,,"non_us1"
"IT","Bari","799ee396-5475-6a5a-5978-6b17ce59cb0c","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","4","4","2","3","11","2","1","11","11","11","11","11","11","2","1","4","2","5","3","11","11","11","11","11","2","11","3","1","11","3","15","15","15","3","5","1","4","2","1","1","1","distanziamento, mascherine,  disinfettanti","2","2","2","2","no",,,,"non_us1"
"IT",,"2956671a-d097-c7fc-37d9-712501150db1","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","5","5","2","1","11","11","3","11","2","11","11","11","11","1","2","3","4","1","5","11","11","11","11","3","2","1","11","11","11","3","15","15","8","3","4","2","5","1","1","1","1","isolamento dai miei cari uso di dispositivi di protezione individuali","2","2","1","2","il questionario mi sembra completo",,,,"non_us1"
"IT","Agrigento","0f9d261b-e13a-6687-8344-07f5aad834d4","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","4","4","2","11","11","3","2","11","1","11","11","11","11","2","5","3","1","4","2","11","11","11","2","3","1","11","11","11","11","3","4","1,4","4","1","4","2","3","5","1","1","1","DPI","2","1","2","2","Nulla da aggiungere",,,,"non_us1"
"GB","Essex","aff6a0d2-b10b-0e8e-b6e4-b7926849b65f","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","5","5","2","2","11","11","11","11","1","11","11","11","3","1","2","3","5","1","4","3","11","11","11","2","11","11","1","11","11","2","2,4,5,6,8","1,3,7,9,10,11,12,13,14","4","4","3","1","5","2","3","2","2",,"2","1","3","2","Latest management guidelines","3","1","1","non_us1"
"ES","Madrid","519c4491-1546-05b5-cf05-a1ca8541beae","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","6","6","2","11","11","3","2","11","11","11","1","11","11","1","3","1","5","4","2","11","11","1","11","11","2","11","3","11","11","3","4","15","15","2","3","5","4","1","2","2","1","Encierro","3","2","2","2","? Hay responsables, no de la pandemia, sino de su evolucion.? ",,,,"non_us1"
"DE","Nordrhein-Westfalen","6f8e389e-f9d1-a536-5406-e26575edc982","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","2","2","4","11","2","11","11","11","11","3","1","11","11","3","4","2","1","5","3","11","11","11","1","2","3","11","11","11","11","3","15","15","15","3","5","4","2","1","2","4","2",,"3","2","4","1","none",,,,"non_us1"
