"country","specialty","respondentId","surveyStatus","studyId","title","Q1","Q2","Q3","Q4","Q5","Q6","Q7-1","Q7-2","Q7-3","Q7-4","Q7-5","Q7-6","Q7-7","Q7-8","Q7-9","Q7-10","Q8","Q9","Q10","Q12","Q20-1","Q20-2","Q20-3","Q20-4","Q20-5","Q21","Q22","Q23","Q24","state","Q11","Q13-1","Q13-2","Q14-1","Q14-2","Q16-1","Q16-2","Q16-3","Q16-4","Q16-5","Q16-9","Q18","Q19","Q16-6","Q16-8","Q16-7","Q15","Q16-10"
"MX","General Surgery","e6f1ff1b-c64c-425a-b32a-75d4626edc31","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","1","3","1","1,2,4,7,frequently hands sanitization ","1","11","3","11","11","11","11","11","2","11","1","2,call to healthcare center to information covid-19","3,4",,"4","3","5","2","1","1","3","2","3","Aguascalientes",,"3","3","1","1,2,4,9","4","7",,"7",,"4","5","2",,,,,
"MX","Pediatrics (excluding surgery)","4cedf8f8-47a7-42ea-be7f-9c0398778b66","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","1","4","1","1,2,5,6,7,8,9","1","11","2","3","11","11","11","11","11","11","2","1,2,4","1,3",,"5","4","3","1","2","2","1","1","3","Distrito Federal","3","1,3","3","1,2,4,5","1,2,4,5","4","4",,"4","4",,"6","1",,,,,
"MX","Surgical Oncology","dc7e856f-ea53-4e86-8426-dd8c708370bf","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"4","3","4","1,2,4,6,7,9,10","2","11","11","11","11","3","11","1","11","11","1","1,2","3",,"4","2","3","5","1","1","2","2","3","Distrito Federal",,"2","8","2,3,4,9","2,3,4,9",,"2","2","2",,"2","5,6","6",,,,,
"AU","General Practice (GP)","b1fb6a74-94cc-431d-9f71-d4d597ff7fcc","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","5","4","2","1","1,2,7,8","1","11","11","11","11","11","11","2","3","11","2","2","1","2","4","5","3","2","1","2","2","3","2","New South Wales","4","8","8","12","12",,,,,,,,,,,,,
"AU","General Practice (GP)","8c0d1c7c-a276-46ee-b55d-d03ed12eb9f3","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","6","6","4","4","1,3,4,5,6,7,8","1","11","11","11","11","11","11","2","11","3","1","1,2","5","2","1","4","3","5","2","2","1","4","3","South Australia",,,,,,,,,,,,,,,,,,
"AU","General Practice (GP)","8a87e192-cba2-4f08-bc37-d3c61ce40016","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","2","4","1,2,8","1","11","2","11","11","11","11","3","11","11","2","2,3","5","2","4","5","3","2","1","2","1","2","2","Queensland",,,,,,,,,,,,,,,,,,
"AU","Laboratory Manager","aa47a65d-0cce-4af3-93e2-c62643fcabf8","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"4","2","3","1,2,7","2","3","11","11","11","1","11","11","11","11","3","1,2","5","2","5","4","3","1","2","1","3","3","2","South Australia",,,,,,,,,,,,,,,,,,
"AU","General Practice (GP)","ba3397ac-5e85-461c-aa2a-a56b50e92e3e","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","4","5","1","2","1,2,5,6,7","1","3","11","11","11","2","11","11","11","11","3","2","4","2","1","4","3","5","2","3","2","2","2","Queensland",,,,,,,,,,,,,,,,,,
"AU","General Practice (GP)","50c270eb-1b61-4f28-b511-f407a0d64eba","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","4",7,"6","2","4","1,2,7,8,9","1","11","11","11","3","2","11","11","11","11","2","1,2","1","2","2","4","3","5","1","1","2","4","2","New South Wales","2","8","8","12","12",,,,,,,,,,,,,
"AU","Bariatric Medicine","9a48bb93-3bed-4bc0-afb8-4a39e52f9825","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","4","6","1","3","1,2","2","11","11","3","11","1","11","11","11","11","2","2","5","2","4","5","2","3","1","2","1","3","2","Victoria",,,,,,,,,,,,,,,,,,
"AU","General Practice (GP)","d454f7c0-2c1b-4dd7-b321-6c1141e8aebe","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","5","5","1","1","1,2,3,7,8","3","11","11","1","11","2","11","11","11","11","3","1","1","2","1","4","2","3","5","1","1","2","2","South Australia","2","8","8","11","11",,,,,,,,,,,,"Plaquenil",
"AU","Obstetrics & Gynecology","a83f0596-2ce0-4944-ac19-8ee4c0db6414","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","3","1","1,2,4,5,6,7,8","1","11","11","3","2","11","11","11","11","11","2","2","5","1","3","5","2","4","1","2","1","2","2","New South Wales",,,,,,,,,,,,,,,,,,
"AU","Psychiatry","895b342b-3a5a-4dea-8c63-9a372bfcd887","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","2","2","3","1,2,4,7","1","11","11","11","11","2","11","11","11","3","3","2","5","1","3","5","2","4","1","1","2","4","2","Queensland",,,,,,,,,,,,,,,,,,
"AU","Oncology","3abeb8e3-38d9-4cc2-9e45-50a715a529f8","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","6","1","3","1,2,6,7,8,9","11","3","1","2","11","11","11","11","11","11","3","1","5","1","4","5","2","3","1","2","4","3","2","Victoria",,,,,,,,,,,,,,,,,,
"AU","Urology","5535e0cf-e74f-42cd-b10c-690c7df2f9f2","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","7","6","1","1","1,2,6,7","3","2","11","11","11","1","11","11","11","11","3","1,2","5","2","3","5","2","4","1","3","1","3","2","South Australia",,,,,,,,,,,,,,,,,,
"AU","General Practice (GP)","91ff37f9-5688-4121-8d92-2d858d225bb2","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","1","2","1,2,3,4,5,6,7,8","1","11","11","11","11","3","11","11","11","2","3","1,2,3","5","2","5","4","2","3","1","2","1","4","2","New South Wales",,,,,,,,,,,,,,,,,,
"AU","General Practice (GP)","1bd822a7-cb1d-4183-8ea6-d220e4a94210","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","4","3","3","1,2,3,4,5,6,7,8,9,10","3","11","11","11","11","11","11","1","11","2","1","1,2,3,4","1","1","4","5","2","1","3","2","2","4","3","New South Wales","3","1,3,4,6","3","12","12",,,,,,,,,,,,,
"AU","Oncology","20a4266a-205f-421d-98b9-6d93ab404d8e","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","7","1","3","1,2,5,6,7,8","1","3","11","11","11","2","11","11","11","11","3","2","1","2","3","4","2","5","1","2","2","4","2",,"3","1,2,3,4","8","1,2,3,4","12","7","7","7","7",,,"6","2",,,,,
"AU","Pediatrics (excluding surgery)","38b3987b-d02f-4f97-a7e5-d40ca60ae21b","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","3","3","1,2,5,6,7","1","3","11","11","2","11","11","11","11","11","3","1,2","1,3,4",,"4","5","3","2","1","2","2","3","3","Queensland","2","3","3","5","5",,,,,"5",,,,,,,,
"AU","General Practice (GP)","f9903f3b-b4e1-402d-9de8-0bb863dab318","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","5","6","3","1","1,2,7,8,10,Wash hands frequently ","1","2","11","3","11","11","11","11","11","11","2","2,3","1","2","2","5","4","3","1","4","2","2","2","New South Wales","3","8","1","12","12",,,,,,,,,,,,,
"AU","Intensive Care / Critical Care Medicine","e5628e47-dde3-49d9-ba38-5833f38290e6","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","4","5","2","3","1,2,5,6","1","3","11","11","11","2","11","11","11","11","2","1,2","3",,"5","4","3","1","2","2","1","4","3","Victoria",,"8","8","12","12",,,,,,,,,,,,,
"AU","Cardiology","c0cea1ff-67d4-4898-b85f-70a7a6854b79","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","4","6","2","4","1,2,4,7,8","1","11","11","2","11","11","11","3","11","11","3","1,2","5","2","3","5","4","1","2","2","2","2","2","New South Wales",,,,,,,,,,,,,,,,,,
"AU","Internal Medicine","9608204f-64c3-4a99-a1d2-01994eb02586","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","2","2","4","1,2,5,6,7,8,9","2","11","3","11","1","11","11","11","11","11","1","2","3",,"2","4","3","5","1","2","2","2","2","Western Australia",,"1","8","1","12","3",,,,,,,,,,,,
"AU","Orthopedic Surgery","f63c80ec-2c8a-4c4a-8dc4-20167207a55f","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","6","2","4","4","3,4,5,7,8","3","11","11","11","11","1","11","2","11","11","1","1,2","5","2","1","5","4","2","3","1","1","1","1","Queensland",,,,,,,,,,,,,,,,,,
"AU","Ophthalmology","c23f4d82-786a-4c44-83cd-ca7f128afe8e","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","6","6","2","4","1,2,3,4,5,6","1","2","3","11","11","11","11","11","11","11","2","1,2","5","2","3","4","2","5","1","4","1","4","3",,,,,,,,,,,,,,,,,,,
"AU","Cardiology","8be93388-828d-443d-8918-820ec7fe44c0","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","6","6","3","3","1,2,5,7,8","1","11","3","2","11","11","11","11","11","11","2","1,2","5","2","3","5","1","4","2","4","1","3","3",,,,,,,,,,,,,,,,,,,
"AU","General Practice (GP)","bbc044d6-a443-4fa3-8ea2-f0a3131aa15e","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","4","1","3","4","2","1","11","11","3","11","2","11","11","11","11","1","1,2,3","1","2","4","3","2","5","1","2","1","2","1",,"5","1,2,3,4,6","3","12","12",,,,,,,,,,,,,
"AU","General Practice (GP)","acb5406f-7b9b-4ca2-be13-5fe79ede21a3","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","2","1","1,2,5,6,7,8,10","1","11","11","2","11","11","3","11","11","11","2","2","1","2","2","5","4","3","1","1","2","3","1","New South Wales","3","8","8","12","2,3,4",,"2","2","2",,,"2","1",,,,,
"AU","Ophthalmology","c9790d4e-df18-4180-ae7d-b9172720ca41","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","4",7,"3","1","3","1,2,7,8","2","11","3","11","11","1","11","11","11","11","2","1,2","5","2","3","2","1","5","4","4","2","3","2","Queensland",,,,,,,,,,,,,,,,,,
"AU","General Surgery","308fc515-3955-4938-b157-1a2f9f1839c4","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"4","2","3","1,2,7,8","11","11","1","2","11","3","11","11","11","11","1","1,2","5","2","4","5","3","1","2","2","3","2","2",,,,,,,,,,,,,,,,,,,
"AU","Cardiology","f76ba3cc-4237-4468-89f8-fad7227d15bc","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","7","7","2","1","1,2,7","2","11","11","11","3","1","11","11","11","11","2","1,2","3",,"4","5","2","3","1","2","2","3","2","New South Wales",,"8","8","12","12",,,,,,,,,,,,,
"AU","Pediatrics (excluding surgery)","b11e07ce-81c4-460b-9ced-4059124dfd18","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","5","6","1","1","1,2,4,7,8","2","11","1","11","11","11","11","11","11","3","2","1,2","5","2","3","4","2","5","1","2","2","3","2","New South Wales",,,,,,,,,,,,,,,,,,
"AU","Pediatrics (excluding surgery)","9d55f144-6772-4501-ad74-f0141e73c940","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","4","5","1","1","1,2","1","11","3","11","11","2","11","11","11","11","1","1","5","2","3","5","1","4","2","3","2","4","2","Queensland",,,,,,,,,,,,,,,,,,
"AU","Otolaryngology (ORL / ENT)","23ef1f84-461e-4368-be23-789cad33b7a0","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","5","6","2","4","2,Wash hands. Do not touch face","1","11","2","11","11","3","11","11","11","11","1","1,2","5","2","2","5","3","4","1","2","1","3","2",,,,,,,,,,,,,,,,,,,
"AU","General Practice (GP)","ae055c6c-2ad2-4446-b9f2-64aea2d1931c","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","5","6","3","3","1,2,7,8","3","11","2","1","11","11","11","11","11","11","1","2,3","1","2","5","4","2","3","1","1","1","4","3","Queensland","2","1,3","1,3","12","12",,,,,,,,,,,,,
"AU","Cardiology","eaaab0c4-4b34-4851-8619-a46ca8cf2e92","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","5","6","2","3","1,2,Wash hands after touching anything other than personal items, clean surfaces regularly, clean mobile phone regularly ","2","11","11","11","3","11","11","11","11","1","3","1,2","5","2","4","5","3","2","1","2","1","2","2","Queensland",,,,,,,,,,,,,,,,,,
"AU","Intensive Care / Critical Care Medicine","9ce5a4de-7ba7-4fea-ab8d-84c977d2c3cb","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","5","6","2","3","1,2,5,7","1","11","11","11","3","2","11","11","11","11","2","2","3",,"2","4","3","5","1","2","1","4","2",,,"8","8","2","2",,"2",,,,,,,,,,,
"AU","Pediatrics (excluding surgery)","0e898642-cfff-480c-aaa3-4ee34cb9d7f9","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","7","6","3","4","1,2,3,4,5,6,7,8,9","2","11","3","11","11","11","11","1","11","11","3","2","1","2","3","2","4","5","1","1","2","4","3",,"3","3,4","3,4","12","12",,,,,,,,,,,,,
"AU","Cardiology","27a72417-b7ec-40a7-b44c-26436316e942","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","7","6","1","4","1,2,5,Shower after putting clothes in the wash","1","11","11","11","3","2","11","11","11","11","2","1,2","5","1","3","4","5","1","2","3","2","4","2","South Australia",,,,,,,,,,,,,,,,,,
"AU","Pediatrics (excluding surgery)","8b3c1e2f-1bea-424d-9aee-f11d04feec4e","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","4","2","1","1,2,7,8","1","2","11","11","11","3","11","11","11","11","2","1","1,3",,"2","1","3","5","4","2","3","1","1","Western Australia","3","3","8","12","2,3,4,9",,"7","7","3",,"4","4","2",,,,,
"AU","Emergency Medicine","35e28c12-8299-4e6f-8bba-d428e7e03264","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","1","4","1,2,3,4,6,7,8,9","1","3","11","2","11","11","11","11","11","11","3","2","1","2","4","5","3","2","1","4","2","4","2","New South Wales","3","4","8","12","2,3,4,9",,"7","7","7",,"7","6","I have not prescribed ",,,,,
"AU","General Practice (GP)","7e895b17-c162-491e-96f3-55cb7b45bae9","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","6","6","2","3","1,2,6","11","11","11","1","2","3","11","11","11","11","2","1,2","5","2","1","3","4","5","2","4","1","3","2","New South Wales",,,,,,,,,,,,,,,,,,
"AU","General Practice (GP)","ee5578b9-9154-4425-97c6-e39b5cad68b1","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","5","5","2","4","1,2,3,4,6,7,9","1","11","11","3","11","2","11","11","11","11","2","1,2,4","5","2","5","4","3","2","1","1","2","2","2",,,,,,,,,,,,,,,,,,,
"AU","Plastic & Reconstructive Surgery","6cd9d4d7-beeb-4d7a-8467-18ec62e02038","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","1",-1,"6","2","1","1,2,7,8","11","3","11","11","2","1","11","11","11","11","3","1","5","2","4","5","3","1","2","1","2","2","2","Queensland",,,,,,,,,,,,,,,,,,
"AU","Emergency Medicine","63347bfa-ae3e-4d89-abf1-931c169322bb","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","6","2","3","1,2,7,Wash hands frequently especially after going out","1","11","11","2","11","11","11","11","3","11","2","1","1","2","2","3","4","5","1","2","2","4","2",,"2","3","3","12","12",,,,,,,,,,,,,
"AU","Gastroenterology","22d02639-2e58-4d81-99e6-c4eb6840a3e7","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","2","3","1,2,5,Wash hands frequently","2","1","11","3","11","11","11","11","11","11","3","1","5","2","4","5","2","1","3","2","1","4","2","Western Australia",,,,,,,,,,,,,,,,,,
"AU","Family Medicine / Practice (FP)","82c29c0f-0ccb-42f6-81b4-85df45d3115c","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","2","4","1,2,3,4,6,7,8","2","11","11","11","3","1","11","11","11","11","2","1,2","1","2","5","4","3","2","1","2","1","3","2","Victoria","2","1,3,4","1,3,4","12","3,5,7",,,"5",,"6",,,,,,"5",,
"AU","Obstetrics & Gynecology","9c4b843b-ef5f-437b-b04d-2f3a8e87ff5c","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","2","4","1,2,7","1","11","3","2","11","11","11","11","11","11","2","1,2","5","2","4","5","3","2","1","2","2","1","2","Queensland",,,,,,,,,,,,,,,,,,
"AU","General Practice (GP)","f0757585-8450-43b4-bb1c-948f12eae01e","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","5","7","2","1","1,2,3,4,5,6,7,8,9","1","11","11","2","11","11","11","11","11","3","2","2","5","2","5","4","3","1","2","1","2","4","2",,,,,,,,,,,,,,,,,,,
"AU","Gastroenterology","868c4c7f-15c0-4e99-a6b7-34f1aee7e1e3","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","2","4","1,2,7,9","1","11","3","2","11","11","11","11","11","11","2","1,2","1","2","5","3","4","2","1","2","3","3","3","New South Wales","2","3","8","12","12",,,,,,,,,,,,,
"AU","General Practice (GP)","2fd70ca8-a7ea-4eb6-bff0-db91effbe1ec","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","1","1","1,2,4,6,7,8,9,10","1","11","3","11","2","11","11","11","11","11","3","1,2,3,4","5","2","5","3","2","4","1","4","2","3","2",,,,,,,,,,,,,,,,,,,
"AU","General Practice (GP)","c085b323-5c5c-40b0-90fe-0c4b7b7c6d6d","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","2","4","1,2,5,6,7,8,9,10","11","1","11","11","11","3","11","11","11","2","3","2","3",,"4","5","3","2","1","1","1","2","1",,,"8","8","12","12",,,,,,,,,,,,,
"AU","Gastroenterology","9e53c557-ef2e-4b94-bc77-905fa68a66bc","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","4","7","2","1","1,2,6","1","11","11","11","3","11","11","11","2","11","2","1,2","1","2","2","5","3","4","1","3","1","2","1","Queensland","2","8","3,6","12","2,4",,"7",,"7",,,"3","dont know",,,,,
"AU","Obstetrics & Gynecology","59ea88b3-67d4-4eca-be02-3412f1bed2f6","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","4",7,"5","1","1","1,2,6,7","3","1","11","11","11","2","11","11","11","11","1","1,2,See a doctor if feeling very sick","5","2","4","5","3","2","1","1","2","2","2","Queensland",,,,,,,,,,,,,,,,,,
"AU","Psychiatry","53e0ac28-63f0-4e47-82a1-0918ccf5c4db","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","4","2","3","1,2,5,7,8,9","3","11","11","11","11","1","11","11","11","2","1","1,2,4","5","1","3","4","2","1","5","1","1","4","2","Western Australia",,,,,,,,,,,,,,,,,,
"AU","General Practice (GP)","21fd93ea-cd2e-4e99-a702-07d28ce8954d","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","4",7,"7","3","3","1,2,3,4,5,6,7,8,9","3","11","11","11","11","2","11","1","11","11","1","1","1","2","1","2","3","5","4","4","4","2","3","Victoria","3","8","8","12","12",,,,,,,,,,,,,
"AU","General Practice (GP)","6ff4fae7-5dee-4b6f-8213-afc45b6c4f13","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","3","3","4","1,2,3,4,6,7,9","2","11","11","1","11","11","11","3","11","11","4","1,2","1,2",,"2","4","3","5","1","4","1","4","2","New South Wales","3","4","1","12","12",,,,,,,,,,,,,
"AU","Psychiatry","7f694064-c07e-43bb-9d66-a4c2f182e6df","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","4","6","2","4","1,2,7,8,9","1","2","11","3","11","11","11","11","11","11","2","1,2","1","2","4","5","1","3","2","2","2","3","2","New South Wales","3","8","8","12","12",,,,,,,,,,,,,
"AU","General Practice (GP)","45e1f4df-bfc0-417d-8790-310c3e6cc120","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","4",7,"7","2","1","1,2,4,6,7,8","1","11","11","11","3","2","11","11","11","11","1","1,2,3","5","2","2","4","3","5","1","3","2","2","1","Victoria",,,,,,,,,,,,,,,,,,
"AU","Anesthesiology","7bd48cd2-6707-4db8-bba1-30b42574e846","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","7","6","2","4","1,2,hand hygiene, ","1","11","11","11","3","2","11","11","11","11","2","1,2","5","2","4","3","2","5","1","4","2","3","2","Western Australia",,,,,,,,,,,,,,,,,,
"AU","Emergency Medicine","fbdce25f-6d3a-46f1-a40a-216fa63c3627","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","2","1","1,2,7","3","11","2","1","11","11","11","11","11","11","3","1,2","5","2","4","5","1","3","2","2","2","3","2","Queensland",,,,,,,,,,,,,,,,,,
"AU","General Practice (GP)","6238a4cd-61f8-491c-85a1-c4a635384e56","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","5","6","2","3","1,2,3,4,5,6,7,8","1","11","11","11","2","11","3","11","11","11","3","1,2,4","1","1","4","5","2","1","3","2","1","3","2","New South Wales","3","1,2,4","8","12","12",,,,,,,,,,,,,
"IN","Urology","5e3d09cd-1f93-48aa-b0a5-3d4fd5d4dd2d","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","4","2","3","1,2,3,4,5,6,7,8,9,10","1","11","2","11","11","3","11","11","11","11","1","1,2,4","5","2","4","3","2","5","1","2","1","3","1","Andhra Pradesh",,,,,,,,,,,,,,,,,,
"IN","Pediatrics (excluding surgery)","64547019-a86b-4731-a02f-e01a0b7ed97e","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","2","1","1","1,2,4,5,7,8,9","1","11","3","11","11","11","11","2","11","11","2","1,2","2",,"3","5","1","4","2","2","1","4","2","Maharashtra",,"1,2,3,5","3,4","2,4,5","1,3,9","5","4","5","4","3","4","2,3","4,5",,,,,
"IN","Pediatrics (excluding surgery)","b9a0ed18-c735-43f2-a7e3-9e3246e398a2","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","2","1","3","1,2,3,4,5,6,7,8,9","3","11","11","11","2","1","11","11","11","11","1","1,2","5","2","1","2","4","5","3","1","2","1","2","Tamil Nadu",,,,,,,,,,,,,,,,,,
"IN","Ophthalmology","8627f5fa-e015-48e3-8088-2a49db930cc3","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","7","3","2","5","1,2,3,4,5,6,7,8","1","11","11","11","3","11","2","11","11","11","3","2,take treatment by telemedicine and if need inform officials","1","2","2","4","3","5","1","2","1","3","1","Maharashtra","2","1","4","12","2",,"7",,,,,,,,,,,
"IN","Pulmonology/Respiratory Medicine","ee672be0-2594-4222-901d-3d683c86d9e2","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","7","3","2","1","1,2,3,4,5,6,7,8,9,10","1","11","11","3","2","11","11","11","11","11","2","1,2,4","5","2","5","4","3","2","1","2","2","2","2","Andhra Pradesh",,,,,,,,,,,,,,,,,,
"IN","Internal Medicine","dbedda31-c170-4359-ae18-36dffdd044fe","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","7","3","1","1","1,2,4,5,6,7,8,9,10,Don't visit your neighbors or close friends even in your building.","1","11","11","11","3","11","11","11","11","2","2","2,3,4,After OTC symptomatic drugs, if symptoms persist for 4-5 days, consult their physician. ","1,2",,"3","4","2","5","1","2","2","1","1","Maharashtra","2","3,4","3","2","1","5","4",,,,,,,,,,,
"IN","Hematology","0a6867df-1a2b-44bb-8973-bd14c8e0e650","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","1",-1,"1","1","3","1,2,4,5","3","11","2","11","11","1","11","11","11","11","1","1,3","2,3",,"5","1","2","4","3","1","1","1","1","Maharashtra",,"1,5,6","2,4","1,5","4,7","6",,,"6","4",,"1,2,4","2,4",,,"5",,
"IN","General Practice (GP)","31d5690f-5867-49e7-ab37-eaf6387681e2","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","5","7","2","1","1,2,4,5,6,7,8","1","2","11","11","11","3","11","11","11","11","1","2","5","2","2","4","3","5","1","1","1","2","1","Kerala",,,,,,,,,,,,,,,,,,
