"country","specialty","state","respondentId","surveyStatus","studyId","title","Q1","Q2","Q3","Q4","Q5-1","Q5-2","Q5-3","Q5-4","Q5-5","Q6","Q7","Q8","Q15","Q16","Q17","Q18","Q19","Q20","Q22","Q24-1","Q24-2","Q24-3","Q25","Q26","Q23","Q9","Q10-1","Q10-2","Q12-3","Q12-4","Q12-5","Q12-7","Q12-9","Q14","Q21","Q12-2","Q12-10","Q11","Q12-1","Q12-6","Q12-8"
"MX","Ophthalmology","Campeche","7dca3aec-565d-4e4f-b8f5-da3a698fc3c2","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","4","5","1","Paracetamol","Hidroxicloroquina","Oseltamivir","Rimsavir","Cloroquina","2","4",,,"1","2",,"1,2,4","2","1","2","1","2","3","3",,,,,,,,,,,"1",,,,,,
"MX","Traumatology/Trauma Surgery","Jalisco","70cfa0a6-5f0a-4e71-b064-8ab66ed93ea3","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","5","1","Población mal informada hizo compras de panico","En mi país no hay control sobre la compra de mediciamentos",,,,"1","5",,,"1","1","4","7","1","1","1","1","3","5","3",,,,,,,,,,,,,,,,,
"MX","Infectious Diseases","Distrito Federal","30307768-f2ad-4d6f-b886-3e7c600c2df4","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","6","1","Hidroxicloroquina ","Cloroquina ","Rendesivir ","Tociluzimab ",,"1","1,2,3","3","4","1","2",,"1,3,4,5","2","2","3","3","3","4","3","4","6","1,2,3,4,5,6,9","1,2,3,4,5,6,9","3","4","2","7","3","1,5","1","3","7",,"1","1","7"
"MX","Internal Medicine",,"2caa1564-45bb-46f1-9cc5-756e6bcdb4f5","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","5","1","Hidroxocloroquina","Lopinavir/ritonavir","Ácido ascorbico","Midazolam","Paracetamol","3","2",,,"1","1","4","4","1","2","3","3","1","2","2","4","1","2,4,5,10","1,3,6,7,8,9","4","4","3","4","3","1",,"3","2",,"1","3","3"
"MX","Ophthalmology","Nuevo León","ac4fae8e-a80e-4d15-9a1f-87f0268eb8dc","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","2","5","1","No trabajo en instituto ",,,,,"1","5",,,"2","2",,"1,3,5,6","1","2","2","2","2","1","1","1",,,,,,,,,,,,,,,,
"MX","Oncology","Distrito Federal","ca21320c-b512-4b52-92d5-18b54fc5268f","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","2",0,"5","1","cloroquina",,,,,"1","1,4","6","2","1","2",,"1,3","2","2","3","3","3","4","3","2",,,,,,,,,,"1",,,,,,
"MX","Intensive Care / Critical Care Medicine","Distrito Federal","457566af-9f28-4bb4-9a55-855f5fff05ec","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","6","1","Cloroquina","Azitromicina","Tocilizumab","Baricitinib",,"1","1,3","3","1","1","1","4","1","2","1","1","2","2","2","2",,"2","2,4,9","2,3,4,6,7,8,9","7","3","7","7","7","3","2","7","7",,"1","7","7"
"MX","General Practice (GP)","Tamaulipas","1b741618-ecff-4eba-ba8d-700b0c67beea","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","2","4","1","Hidroxicloroquina ","Ivermectina ","Azitromicina ","Cloroquina ","Zinc","1","2",,,"1","2",,"7","1","1","2","2","2","6","3",,"1","1,2,3,4,5,8,9,11","1,2,3,4,5,6,7,8,9,10,11","4","5","4","7","5","2",,"6","7","Zinc / esteroides / Ivermectina ","4","7","3"
"MX","Proctology / Colon & Rectal Surgery","México","2e0e2888-6f20-4e18-a4b9-19d6e903ae06","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","5","1","Hidroxicloroquina","Azitromicina",,,,"1","5",,,"2","2",,"3","1","1","2","2","3","4","2",,,,,,,,,,,,,,,,,
"MX","General Surgery","Puebla","39a92f4f-a617-4dc3-9fd9-46a6de2e9d24","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","2","1","1","Cloroquina","Azotromicina ","Paracetamol",,,"1","2",,,"1","2",,"1,3","1","2","2","3","2","2","3","5","1","4","1,2,4","1","2","1","1","1","1",,"2","1",,"1","1","1"
"MX","General Practice (GP)","Distrito Federal","54fdc7ea-2f28-48d8-b784-d274fb1a6449","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","2","3","1","Oseltamivir","Rivabirina ",,,,"1","1","3","5","1","1","3","1,2,3,4","1","2","3","3","3","3","1","1",,,,,,,,,,,,,,,,
"MX","Obstetrics & Gynecology - Gynecology","Distrito Federal","137cb0aa-9a72-4a20-8c90-2560702ecae2","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","5","1","Hidroxicloroquima ","Reteovirales ","Azitromicina ",,,"1","1","2","4","2","2",,"3,4","2","2","3","3","3","3","2","2",,,,,,,,,,"1",,,,,,
"MX","Obstetrics & Gynecology","Tamaulipas","d8a58d87-1c99-4eb9-8462-4f07ce6df418","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","2","4","1","Rendesevir","Hidroxicloroquina ","Tocilizumab","Pruebas Rapidas ","Ventiladores.","1","5",,,"2","2",,"1,3,4,5","1","1","3","3","3","2","1",,,,,,,,,,,,,,,,,
"MX","Oncology - Medical Oncology","Distrito Federal","0eb7ebd0-3e21-41fd-98ed-5c2a08161049","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","4","6","1","cloroquina ","azitromicina","ibermectina",,,"1","5",,,"2","2",,"1,3","1","1","3","3","3","3","2",,,,,,,,,,,,,,,,,
"MX","General Surgery","Jalisco","14daecd0-c475-45c1-b57a-f319ac7d95f9","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","5","5","1","Oxígeno","Broncodilatadores ","Hidroxicloroquina","Ritonavir/lopinavir","Inmunoglobulinas ","2","5",,,"3","1","2","1,3,6","1","1","3","1","3","6","1",,,,,,,,,,,,,,,,,
"MX","Internal Medicine","Veracruz","0ef7dc33-1e83-4058-a67e-b0c54955744c","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","2","6","1","Azitromicina","Cloroquina","Hidroxicloroquina","Ivermectina","Oxígeno","1","1,2","4","1","1","2",,"1,3","1","2","3","3","3","3","3","5","1","2,3,4,5","1,2,4,5","4","5","2","3","3","3,6",,"5","2",,"2","3","4"
"MX","Pathology Laboratory","Jalisco","5548a970-fb3f-4c7f-bdbb-09ad50880a54","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","4","1","1","No existen",,,,,"2","5",,,"2","2",,"1,6","1","1","3","3","2","4","2",,,,,,,,,,,,,,,,,
"MX","Endocrinology","Jalisco","5f6c0be8-b346-4bc0-989f-b6bdd88e43c9","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","2","1","1","Para etanol ","Cloroquina",,,,"1","5",,,"2","1","4","1,2,5","1","1","3","3","3","3","3",,,,,,,,,,,,,,,,,
"MX","Pediatrics (excluding surgery)","Nuevo León","6dcae6f1-1379-441c-9868-a78aafb681c2","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","6","1","Hidroxicloroquina","Cloroquin",,,,"2","5",,,"1","1","5","3,6","1","2","2","3","2","6","3","3",,,,,,,,,,,,,,,,
"MX","General Practice (GP)","Sinaloa","3ac88d92-3c9e-4974-9673-d79f71ea7969","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","2","4","1","Hidroxicloroquina","Cloroquina","Paracetamol","Azitromicina",,"1","1","6","2","2","2",,"7","2","1","3","3","3","2","3",,,,,,,,,,,"3",,,,,,
"MX","General Surgery","Puebla","afb5067b-a277-42c0-ad3f-3cd38d3c3a10","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","5","1","paracetamol",,,,,"1","5",,,"1","1","5","7","2","1","3","3","3","4","3",,,,,,,,,,,"1",,,,,,
"MX","Pediatrics (excluding surgery) - Pulmonology/Respiratory Medicine",,"cfd2cc71-ed1e-4ec7-ac56-18877eca59c0","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","2","1","1","hidroxicloroquina",,,,,"1","5",,,"2","2",,"retiro de personal con condiciones de riesgo","1","1","1","1","1","4","2",,,,,,,,,,,,,,,,,
"MX","General Practice (GP)","Nuevo León","8cebe84a-90ce-452e-8288-24f4b313ceaa","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","5","1","hidroxicloroquina","cloroquina","azitromicina",,,"1","1","3","1","2","1","3","2,3,5","1","2","3","3","2","3","3","5",,,,,,,,,,,,,,,,
"MX","Internal Medicine","Distrito Federal","9cbbf643-2e8f-47f1-bc80-61fe228382fc","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","4","1","PLAQUENIL","AZITROMICIN",,,,"2","5",,,"2","1","1","1,2,3","1","2","2","1","2","6","1","2",,,,,,,,,,,,,,,,
"MX","General Surgery","Distrito Federal","514dab44-fb4a-4f23-8bca-26a6b99c90f4","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","7","1","Plaquenil",,,,,"1","5",,,"2","1","5","1","1","1","2","1","3","3","1",,,,,,,,,,,,,,,,,
"MX","Obstetrics & Gynecology","Jalisco","acb4e56d-f187-48b6-83ba-49519130a314","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","5","1","Plaquenil",,,,,"1","1","3","2","1","1","3","3,5,6","1","2","1","1","1","3","3","5",,,,,,,,,,,,,,,,
"MX","Pediatrics (excluding surgery)","Tamaulipas","deb00016-ca8d-415e-9a70-093f3e9f21d2","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","6","1","HIDROXICLORQUINA",,,,,"1","5",,,"1","1","4","1,3,4,5,6","1","1","3","3","3","6","2",,,,,,,,,,,,,,,,,
"MX","Pediatrics (excluding surgery)","Jalisco","c0fd1769-821f-49f4-b630-7635b3426b14","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","1","3","1","cloroquina","hidroxicloroquina","ivermectina",,,"1","5",,,"1","2",,"1,2,3,6","1","1","3","3","3","4","2",,,,,,,,,,,,,,,,,
"MX","Plastic & Reconstructive Surgery","Nuevo León","dbf1d031-ec04-4616-859b-3ea711e61ac3","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","2","5","1","vacunas",,,,,"1","5",,,"1","1","3","1,2,5,6","1","2","3","3","3","4","1","5",,,,,,,,,,,,,,,,
"MX","General Practice (GP)","Distrito Federal","93a3d485-cd59-43f5-b12e-786d46f5df5a","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","6","1","hidroxicloroquina","cloroquina ","angiotensina","antivirales ",,"2","5",,,"2","1","3","1,2,3,5","1","1","3","3","3","6","3",,,,,,,,,,,,,,,,,
"MX","General Surgery","Jalisco","0b985655-af5d-48f8-9ee3-a72eac9f09e4","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","5","1","ivexterm","broncodilatadores","paracetamol",,,"1","1","3","4","2","1","3","mando a su casa a toda persona mayor de 60 años o con enfermedades comorbidas","2","2","3","3","3","5","3","3",,,,,,,,,,"1",,,,,,
"MX","Obstetrics & Gynecology","Distrito Federal","e66f44ef-3dde-4880-b036-605c695482bf","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","5","1","respiradores de presión positiva","no hay un tratamiento específico al covid19 100%","gamma globulinas",,,"1","1","6","5","1","2",,"1,3,6","1","1","1","1","1","3","1",,,,,,,,,,,,,,,,,
"MX","Family Medicine / Practice (FP)","Oaxaca","da0267b0-497d-4771-ace9-31afb4c8210d","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","2","5","1","cloroquina o hidroxicloroquina","Remdesivir",,,,"1","5",,,"1","2",,"1,2,3","1","1","1","1","3","1","3",,,,,,,,,,,,,,,,,
"MX","Neurology","México","99c2ff25-7fc5-4f70-b57d-eba4957a6114","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","5","1","Tocilizumab","Azitromicina","Plaquenil",,,"1","5",,,"1","2",,"3","1","2","3","3","2","6","1","4",,,,,,,,,,,,,,,,
"MX","Family Medicine / Practice (FP)","Distrito Federal","8549850c-5985-4ea2-8a5f-c9672979af05","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","2","3","1","Ventiladores ",,,,,"1","5",,,"1","1","4","1,2,3,5","1","1","2","2","2","4","1",,,,,,,,,,,,,,,,,
"MX","Obstetrics & Gynecology - Gynecology","Nuevo León","1b03cfdf-1531-4547-aabc-3bf85540ddba","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","2","5","2",,,,,,"1","5",,,"1","1","3","1,2,3,4,6","1","1","1","1","1","6","1",,,,,,,,,,,,,,,,,
"MX","General Practice (GP)","Distrito Federal","2993fb8f-ceab-4161-a448-ebcf04960f83","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","2","4","1","Paracetamol en presentacion endovenosa",,,,,"1","1,2,3","3","4","2","2",,"1,2,3,4,5","1","2","3","3","2","5","3","1","1","2,5","1,2,5","2","2","3","1","1",,,"4","1",,"4","1","1"
"MX","General Surgery","Puebla","df359b2b-a23f-4c44-bbc6-d53fedc4b5ae","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","4",7,"4","1","Antivirales especificos",,,,,"3","5",,,"2","1","3","6","1","1","1","1","2","4","2",,,,,,,,,,,,,,,,,
"MX","Surgical Oncology","Veracruz","4cae2fa3-df1f-4632-bab0-16a60238b0f2","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","5","2",,,,,,"2","5",,,"1","2",,"Usa medidas de seguridad según el tipo de personal,área y paciente que se atiende","1","1","1","2","3","4","1",,,,,,,,,,,,,,,,,
"MX","Anesthesiology","Nuevo León","67f6dc1b-372c-4b5f-b351-68229be6928e","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","1","6","1","Plaquenil","Salbutamol",,,,"1","1","3","5","2","2",,"7","1","2","3","3","3","6","3","2",,,,,,,,,,,,,,,,
"MX","General Practice (GP)",,"f25228de-a795-4658-aa79-587122f9e5fe","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","5","1","Tamiflu",,,,,"1","1,3","2","4","2","1","4","1,6","1","2","3","2","3","5","3","1","1","1,5","1,5","1","1","3","1","1",,,"1","1",,"4","1","1"
"MX","General Practice (GP)","Nuevo León","19f0ed57-0765-4e4f-a122-799a126f4bad","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","6","1","Hidroxicloroquina",,,,,"2","1","3","3","2","1","3","1,2,3","1","2","2","2","2","4","2","1",,,,,,,,,,,,,,,,
"MX","General Practice (GP)","Nuevo León","77f23111-bf92-42a2-a864-4f8f25ac08e0","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","4","1","1","Cloroquina","Hidroxicloroquina","Ivermectina",,,"1","1","4","3","2","1","5","1,3","1","1","2","2","2","6","3",,,,,,,,,,,,,,,,,
"MX","Obstetrics & Gynecology","Tamaulipas","7957fa4f-1f82-460a-bac3-fe3701a429af","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","5","6","1","Hidroxicloroquina","Lopinavir",,,,"1","5",,,"2","2",,"5","1","1","1","1","2","6","3",,,,,,,,,,,,,,,,,
"MX","General Surgery","Chiapas","c1bb7003-906c-4a76-be3b-c2e8851bb9ce","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","6","1","Hidroxicloroquina","Remdesivir",,,,"2","5",,,"1","1","2","3,4,5","2","1","3","3","3","5","2",,,,,,,,,,,"1",,,,,,
"MX","General Practice (GP)",,"664bc7ca-e353-45bf-9308-2679f9147172","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","1","1","Sedantes para poder mantener intubado a un paciente ","Paracetamol en mi hospital ",,,,"1","1,3,4","3","4","2","1","4","5,6","2","2","3","3","3","4","3","2","2","5,11","1,2,4,9","1","7","3","7","1","No se ha utilizado ","1","1","1","Ninguno ","1","7","7"
"MX","General Practice (GP)","Distrito Federal","7e5c9c7a-28f6-4712-9402-eda36023761f","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","4","1","1","Paracetamol","Hidroxicloroquina","Remdesivir",,,"1","1","4","4","2","1","3","2,3,5,6","2","2","3","3","3","1","3","5",,,,,,,,,,"1",,,,,,
"MX","Pediatrics (excluding surgery)",,"cb93a9a2-707e-461a-8bfb-50bcd555efe5","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","6","1","Anti virales ",,,,,"3","5",,,"2","2",,"7","1","1","3","3","3","3","2",,,,,,,,,,,,,,,,,
"MX","Pediatrics (excluding surgery)","Buenos Aires","8bea10b1-c07b-4035-89de-291ef7a10268","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","4","1","Hidroxicloroquina","Ivermectina",,,,"1","3",,,"1","1","4","3","1","1","2","2","3","3","1",,"1","12","12",,,,,,,,,,,,,
"MX","Dermatology",,"69401a7a-11c5-4580-92ea-d4b94f456860","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","2","1","Alcohol","Hidroxicloroquina ","Azitromicina ","Antiretrovirales",,"1","5",,,"1","1","1","1","1","1","3","3","3","3","1",,,,,,,,,,,,,,,,,
"MX","Obstetrics & Gynecology - Gynecology","Santa Fe","6db32f15-0742-4fd2-9f64-7f80a885a48f","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","6","6","1","Kaletra","Oseltamivir","Paracetamol","Hidroxicloraquina","Antivorosico ev","1","5",,,"2","2",,"1,2,3,Barbijos guantes lavados de mano etc.","1","1","3","3","3","6","2",,,,,,,,,,,,,,,,,
"MX","General Practice (GP)","Buenos Aires","d5db5af9-e029-43be-8e1d-cd03d2fa3714","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","5","1","Respiradores ",,,,,"1","5",,,"1","2",,"3,4,5","1","1","2","1","3","3","1",,,,,,,,,,,,,,,,,
"MX","Plastic & Reconstructive Surgery","Ciudad Autónoma de Buenos Aires","edc2706e-dfd9-4eb9-996f-7355c65fa9bd","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","4","1","Patacetamol",,,,,"1","5",,,"2","1","5","1,2,3,4,5,6","1","2","2","3","3","3","1","1",,,,,,,,,,,,,,,,
"MX","Neurosurgery",,"1411698f-8c9c-4c80-86d0-529c41d38825","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","5","6","2",,,,,,"1","5",,,"2","1","5","6","1","1","2","2","3","3","1",,,,,,,,,,,,,,,,,
"MX","Pediatrics (excluding surgery)","Ciudad Autónoma de Buenos Aires","b26da863-3427-4864-88d1-1fa02002d1d0","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","4","3","1","Hidroxicloroquina ","Antiviral es ",,,,"2","5",,,"3","2",,"1,3,5,6","1","1","1","1","1","3","1",,,,,,,,,,,,,,,,,
"MX","Cardiology","Salta","91401615-44a7-41f9-bff2-29678c756d81","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","2","6","1","Lopinavir",,,,,"2","5",,,"1","2",,"5","1","1","1","1","1","4","1",,,,,,,,,,,,,,,,,
"MX","Obstetrics & Gynecology - Obstetrics","Ciudad Autónoma de Buenos Aires","6fc58498-7f57-4463-a34d-134461c3e849","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","3","2",,,,,,"1","5",,,"1","2",,"1,4,5","2","1","2","2","3","5","1",,,,,,,,,,,"1",,,,,,
"MX","Orthopedic Surgery","Chubut","543b1910-56c2-4929-8fb4-4593b92edf57","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","3","2",,,,,,"3","5",,,"2","2",,"3,4,5","1","1","2","2","2","3","1",,,,,,,,,,,,,,,,,
"MX","General Practice (GP)","Ciudad Autónoma de Buenos Aires","35650ffd-f86f-4c66-aa1a-13e5c571b899","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","7","2",,,,,,"1","5",,,"2","2",,"6","1","1","3","3","3","6","1",,,,,,,,,,,,,,,,,
"MX","Internal Medicine",,"3a760b62-5dc2-4a03-8b02-6df67e49d097","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","6","1","hidroxicloroquina-barbijos-respiradores",,,,,"1","5",,,"2","1","5","4","1","2","1","1","1","5","1","3",,,,,,,,,,,,,,,,
"MX","Cardiology",,"7fbc35ed-3611-4eb8-9454-dae2373de311","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","2",0,"3","1","Cloroquina ","Hidroxicloroquina","Azitromicina",,,"1","5",,,"1","1","2","7","1","1","3","3","3","6","2",,,,,,,,,,,,,,,,,
"MX","Cardiology - Interventional Cardiology","Ciudad Autónoma de Buenos Aires","82ede932-93fd-4339-b0a5-c4c93d4fb50c","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","2","2","1","Antivirales",,,,,"1","5",,,"2","1","5","4","1","1","2","2","2","3","2",,,,,,,,,,,,,,,,,
"MX","Obstetrics & Gynecology - Gynecology","Santa Fe","cebb06d9-9b29-4a35-9e98-87264f11cf5b","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","4",7,"2","1","Hidrocloroquina",,,,,"1","5",,,"1","2",,"1,3","1","1","1","1","1","6","1",,,,,,,,,,,,,,,,,
"MX","Oncology",,"62fd88cd-2b36-49cc-8127-3d3ad8408b88","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","2","3","1","CLOROHIDROXIQUINONA",,,,,"2","5",,,"1","2",,"6","2","2","3","3","2","3","1","1",,,,,,,,,,"1",,,,,,
"MX","Oncology",,"cc1e7759-948b-4b4c-8632-1759b5afe427","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","5","1","No hay tratamiento especifico, solo sería la cloroquina",,,,,"2","5",,,"2","1","5","7","1","1","2","2","3","4","1",,,,,,,,,,,,,,,,,
"MX","Allergy & Immunology",,"8172e994-5ace-4f30-acce-52c5d874cb2b","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","2","1","hidroxicloroquina",,,,,"1","5",,,"1","1","1","7","1","1","3","3","3","3","1",,,,,,,,,,,,,,,,,
"MX","Obstetrics & Gynecology - Gynecology - Oncology","Buenos Aires","11114b6f-dfce-4013-818c-fff20779287a","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","5","1","clorohidroxiquinina","ivermectina",,,,"1","5",,,"2","1","2","3,4,5,6","2","2","1","1","1","3","1","4",,,,,,,,,,"2",,,,,,
"MX","Family Medicine / Practice (FP)","Santa Fe","6ef27be0-f7c2-4bf0-bb65-c217e3a06a44","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","5","2","1","resendemivir","hidroxicloroquina","interferon",,,"1","1","3","2","3","1","3","6","1","2","1","1","3","4","1","1",,,,,,,,,,,,,,,,
"MX","Pediatrics (excluding surgery)","Córdoba","6bef87ed-5ab6-4c5d-94cc-c55646334dc9","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","2","1","Oseltamivir",,,,,"1","1","3","1","1","2",,"3,6","1","2","2","2","3","4","2","4",,,,,,,,,,,,,,,,
"MX","Hematology","Santa Cruz","aa2d887f-270b-41e8-8acf-45ccd1806e4f","Completed","066cd4b0-a432-4200-b73c-04f3fc17ef9b","Comparta sus opiniones y conocimientos médicos sobre COVID-19","3","3","6","1","Caletra jarabe No hay",,,,,"1","1","3","3","2","2",,"3","1","2","2","2","2","6","1","1",,,,,,,,,,,,,,,,
